Model,Window,K,Accuracy,Balanced Accuracy,G-Mean,F1-Score_Música,Sensitivity_Música,Specificity_Música,F1-Score_Leer,Sensitivity_Leer,Specificity_Leer,F1-Score_Meditar,Sensitivity_Meditar,Specificity_Meditar,F1-Score_Matemáticas,Sensitivity_Matemáticas,Specificity_Matemáticas,Time(s)
VotingClassifier,3,35,0.5537037037037037,0.826388888888889,0.5433233747628802,0.8918249380677126,0.6240740740740741,0.5022354694485842,0.7504587155963302,0.5314814814814814,0.5218181818181818,0.7658349328214972,0.662962962962963,0.7131474103585658,0.894575230296827,0.3962962962962963,0.4897025171624714,95.06615389188131
VotingClassifier,1,39,0.5472222222222223,0.9305555555555555,0.5364274602775634,0.9574468085106383,0.5388888888888889,0.49489795918367346,0.9111111111111111,0.5444444444444444,0.5444444444444444,0.9060773480662984,0.7055555555555556,0.6978021978021978,0.9473684210526316,0.4,0.4444444444444444,171.94279844760894
StackingClassifier,3,50,0.5513888888888889,0.9657407407407408,0.5415852187954749,0.983050847457627,0.5222222222222223,0.5402298850574713,0.9589552238805971,0.5444444444444444,0.5526315789473685,0.9507042253521127,0.7166666666666667,0.6493288590604027,0.9714285714285714,0.4222222222222222,0.4470588235294118,2302.745263576508
StackingClassifier,3,41,0.5439814814814815,0.9629629629629629,0.5350122034864577,0.9899175068744271,0.5425925925925926,0.5317604355716878,0.9338598223099704,0.4777777777777778,0.5454545454545454,0.9385574354407837,0.7111111111111111,0.6586620926243568,0.9881061299176578,0.4444444444444444,0.43399638336347196,2478.515727996826
VotingClassifier,2,50,0.5604166666666667,0.7958333333333333,0.5463617539346612,0.8685162846803378,0.6472222222222223,0.4968017057569296,0.7070422535211267,0.5333333333333333,0.5485714285714286,0.7383309759547383,0.6833333333333333,0.7089337175792507,0.8643533123028391,0.37777777777777777,0.49635036496350365,119.22756536006928
VotingClassifier,1,35,0.5486111111111112,0.9333333333333332,0.5390310415912123,0.9600000000000001,0.5833333333333334,0.5384615384615384,0.9116022099447513,0.5222222222222223,0.5164835164835165,0.9080779944289693,0.6833333333333333,0.6871508379888268,0.9534883720930233,0.40555555555555556,0.4451219512195122,188.9251003821691
StackingClassifier,1,39,0.5555555555555556,0.9444444444444444,0.5447577007551486,0.9714285714285714,0.5444444444444444,0.5764705882352941,0.8921282798833818,0.4888888888888889,0.5398773006134969,0.923076923076923,0.7444444444444445,0.638095238095238,0.9915966386554621,0.4444444444444444,0.4519774011299435,1726.7285833358765
VotingClassifier,4,33,0.5309027777777777,0.8354166666666667,0.5235578542669297,0.9189534141671984,0.5861111111111111,0.4982290436835891,0.7812911725955204,0.4875,0.4398496240601504,0.74800290486565,0.6375,0.6986301369863014,0.8906009244992296,0.4125,0.513840830449827,169.507826034228
StackingClassifier,1,41,0.525,0.961111111111111,0.5128578177841641,0.9782608695652174,0.55,0.526595744680851,0.9473684210526316,0.45555555555555555,0.5061728395061729,0.9473684210526316,0.7,0.63,0.9714285714285714,0.39444444444444443,0.4176470588235294,1809.676087141037
HistGradientBoosting,1,38,0.5333333333333333,0.9847222222222223,0.5206172071075487,0.989010989010989,0.5222222222222223,0.5108695652173914,0.983050847457627,0.5277777777777778,0.5459770114942529,0.9809264305177112,0.7055555555555556,0.679144385026738,0.9859154929577464,0.37777777777777777,0.38857142857142857,140.74039673805237
ExtraTrees,2,36,0.5395833333333333,0.9229166666666666,0.5291048902714754,0.9565217391304348,0.4888888888888889,0.5333333333333333,0.8662790697674418,0.4666666666666667,0.5121951219512195,0.8938401048492791,0.7361111111111112,0.6575682382133995,0.9742895805142083,0.4666666666666667,0.44327176781002636,12.44183897972107
AdaBoost,1,37,0.5194444444444445,0.9388888888888889,0.5176345583157144,0.994475138121547,0.5222222222222223,0.5164835164835165,0.9442970822281167,0.5111111111111111,0.467005076142132,0.8679245283018869,0.5833333333333334,0.7608695652173914,0.9399477806788512,0.46111111111111114,0.4088669950738916,26.27455759048462
XGBoost,4,41,0.553125,0.8399305555555555,0.5429503637688405,0.9125475285171103,0.5805555555555556,0.48717948717948717,0.7880839539607312,0.5333333333333333,0.5072655217965654,0.7714083510261854,0.6944444444444444,0.7215007215007215,0.8854489164086687,0.4041666666666667,0.5087412587412588,17.14724564552307
StackingClassifier,4,43,0.5496527777777778,0.9576388888888889,0.5403860645822426,0.9710047201618341,0.5444444444444444,0.5137614678899083,0.9555398729710657,0.5069444444444444,0.5236728837876614,0.9465855307640297,0.7152777777777778,0.6785243741765481,0.9572773352643011,0.43194444444444446,0.47049924357034795,4197.997304201126
KNN,4,8,0.39479166666666665,0.9649305555555554,0.3901279304087507,0.9880534082923401,0.3736111111111111,0.38264580369843526,0.9555408095554081,0.36944444444444446,0.33799237611181704,0.9410112359550562,0.5013888888888889,0.5127840909090909,0.9758179231863442,0.3347222222222222,0.35131195335276966,0.3685643672943115
StackingClassifier,4,37,0.5388888888888889,0.9871527777777778,0.5285203603756309,0.9993050729673384,0.5166666666666667,0.5173852573018081,0.9930167597765364,0.4791666666666667,0.4845505617977528,0.975609756097561,0.725,0.6904761904761905,0.980891719745223,0.43472222222222223,0.45165945165945165,1667.584496259689
Random Forest,3,38,0.5550925925925926,0.9194444444444445,0.5459514649377244,0.932642487046632,0.5851851851851851,0.511326860841424,0.8893166506256016,0.49444444444444446,0.5350701402805611,0.9128856624319418,0.7055555555555556,0.6779359430604982,0.9422135161606268,0.4351851851851852,0.4885654885654886,84.05130457878113
AdaBoost,2,38,0.5479166666666667,0.9131944444444444,0.5450653233919366,0.967741935483871,0.5388888888888889,0.5052083333333334,0.8560509554140128,0.5777777777777777,0.4894117647058824,0.8429237947122862,0.6111111111111112,0.7773851590106007,0.983050847457627,0.4638888888888889,0.47988505747126436,40.46292042732239
CatBoost,2,41,0.5555555555555556,0.9645833333333333,0.5482747871606651,0.9690444145356663,0.5666666666666667,0.5326370757180157,0.9492957746478873,0.5166666666666667,0.5314285714285715,0.9612188365650971,0.6944444444444444,0.6906077348066298,0.9787234042553191,0.4444444444444444,0.463768115942029,35.61698079109192
